6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\game.cpp,70,"TODO: add construction code here,",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\game.cpp,203,"TODO: Add your specialized code here and/or call the base class",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\game.cpp,210,"TODO: Add your control notification handler code here",False,"LawnGreen"
4,Standard,"Potential Memory Mis-management. Variable Name: pDocTemplate","new without delete.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\game.cpp,0,"",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameDoc.cpp,331,"TODO: add one-time construction code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameDoc.cpp,344,"TODO: add reinitialization code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameDoc.cpp,359,"TODO: add storing code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameDoc.cpp,363,"TODO: add loading code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,537,"TODO: add construction code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,547,"TODO: Modify the Window class or styles here by modifying",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,561,"TODO: add draw code for native data here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,588,"TODO: add extra initialization before printing",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,593,"TODO: add cleanup after printing",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,623,"TODO: Add your specialized code here and/or call the base class",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,629,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,637,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,645,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,652,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,661,"TODO: Add your message handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,668,"TODO: Add your command handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,675,"TODO: Add your command update UI handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,681,"TODO: Add your command handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,687,"TODO: Add your command handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,693,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,700,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,707,"TODO: Add your message handler code here and/or call default",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\gameView.cpp,715,"TODO: Add your message handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,888,"TODO: add member initialization code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,919,"TODO: Remove this if you don't want tool tips or a resizeable toolbar",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,923,"TODO: Delete these three lines if you don't want the toolbar to",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,959,"TODO: Modify the Window class or styles here by modifying",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,1045,"TODO: Add your command handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,1053,"TODO: Add your message handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,1081,"TODO: Add your command handler code here",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Core\MainFrm.cpp,1088,"TODO: Add your specialized code here and/or call the base class",False,"LawnGreen"
6,Suspicious Comment,"Comment Indicates Potentially Unfinished Code","The comment includes some wording which indicates that the developer regards it as unfinished or does not trust it to work correctly.",C:\Users\Vincent\Desktop\ao_oni\Source\Game\mygame_run.cpp,4323,"player map x, player map y, map ID bulk of craps",False,"LawnGreen"
4,Standard,"sscanf","Function appears in Microsoft's banned function list. The function directs user defined input to a buffer and so can facilitate buffer overflows.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6200,"	int ret = sscanf(command, ""%s %s"", action, device);",False,"LawnGreen"
3,Medium,"sprintf","Function appears in Microsoft's banned function list. Can facilitate format string bugs.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6205,"		sprintf(statusCommand, ""status %s mode"", device);",False,"LawnGreen"
1,Critical,"Unsafe Use of sprintf Allows Buffer Overflow","The source buffer is larger than the destination buffer and could allow a buffer overflow to take place.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6205,"		sprintf(statusCommand, ""status %s mode"", device);",False,"LawnGreen"
3,Medium,"sprintf","Function appears in Microsoft's banned function list. Can facilitate format string bugs.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6211,"		sprintf(statusCommand, ""status %s mode"", device);",False,"LawnGreen"
1,Critical,"Unsafe Use of sprintf Allows Buffer Overflow","The source buffer is larger than the destination buffer and could allow a buffer overflow to take place.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6211,"		sprintf(statusCommand, ""status %s mode"", device);",False,"LawnGreen"
3,Medium,"memcpy","Function appears in Microsoft's banned function list. Can facilitate buffer overflow conditions and other memory mis-management situations.",C:\Users\Vincent\Desktop\ao_oni\Source\Library\audio.cpp,6268,"				memcpy(buf, ptr, ptr_end - ptr);",False,"LawnGreen"
